https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume JPY,Volume ETH
1658448000000,2022-07-22 00:00:00,ETH/JPY,216170.00000001,226499.3672928,206449.967892,209160.00000014,1178836538.2414818,5636.05153108
1658361600000,2022-07-21 00:00:00,ETH/JPY,210499.99999972,220440.8147422,202460.00000028,216120.00000052,1160345353.3468146,5368.98645819
1658275200000,2022-07-20 00:00:00,ETH/JPY,213100.00000009,223710.0000003,205457.6248218,210129.99999992,1029803704.1765869,4900.7933383
1658188800000,2022-07-19 00:00:00,ETH/JPY,218599.99999976,225530.00000068,205660.00000054,213228.1326219,1162519821.5872145,5452.00019947
1658102400000,2022-07-18 00:00:00,ETH/JPY,185209.99999976,220620.3665496,185000.00000069,218859.99999974,991884213.8901811,4532.04886179
1658016000000,2022-07-17 00:00:00,ETH/JPY,187989.99999981,192250.00000026,182860.00000019,185159.99999985,251920709.18985352,1360.55686536
1657929600000,2022-07-16 00:00:00,ETH/JPY,170540.00000043,197800.00000064,165219.99999943,187980.00000068,615831990.1905179,3276.05059149
1657843200000,2022-07-15 00:00:00,ETH/JPY,165709.99999971,178250.00000049,164080.0,170573.8408752,772261443.1244743,4527.43186858
1657756800000,2022-07-14 00:00:00,ETH/JPY,153449.99999992,168639.99999991,148999.9999995,165689.9515392,803550898.817795,4849.72619856
1657670400000,2022-07-13 00:00:00,ETH/JPY,142319.99999965,153919.99999975,137974.6552986,153449.99999992,1397638337.2450922,9108.10255618
1657584000000,2022-07-12 00:00:00,ETH/JPY,150579.99999973,150779.99999991,141280.6696083,142289.99999942,680911651.8795267,4785.37951987
1657497600000,2022-07-11 00:00:00,ETH/JPY,159029.99999992,159409.99999963,149980.00000058,150689.9999999,408070477.5683122,2708.0129907
1657411200000,2022-07-10 00:00:00,ETH/JPY,165554.10929983,165730.870853,156920.00000065,158880.00000039,108230410.87012008,681.20852763
1657324800000,2022-07-09 00:00:00,ETH/JPY,165299.99999971,167840.00000037,164070.00000042,165590.00000063,72223708.15591568,436.15984151
1657238400000,2022-07-08 00:00:00,ETH/JPY,168220.00000063,173213.928773,162709.99999961,165110.00000038,1907127458.2970624,11550.64780021
1657152000000,2022-07-07 00:00:00,ETH/JPY,161514.66604514,170291.1015784,157914.66855,168020.6609493,771009573.9715648,4588.7783658
1657065600000,2022-07-06 00:00:00,ETH/JPY,153610.00000035,163670.00000016,150489.99999992,161369.99999957,994825326.1567621,6164.87157563
1656979200000,2022-07-05 00:00:00,ETH/JPY,156360.00000068,159749.99999991,146433.204306,153869.99999947,605005548.3664459,3931.92661577
1656892800000,2022-07-04 00:00:00,ETH/JPY,144879.99999947,157701.3231562,141475.64883782,156396.74688503,462277159.59576464,2955.79779505
1656806400000,2022-07-03 00:00:00,ETH/JPY,144099.99999976,147099.99999949,140701.65412,145009.99999974,165279349.82714936,1139.77897957
1656720000000,2022-07-02 00:00:00,ETH/JPY,142743.552224,145772.59312,138980.00000031,144190.5623144,276908030.4160578,1920.43103218
1656633600000,2022-07-01 00:00:00,ETH/JPY,145450.00000066,151394.2334268,139909.9999999,143269.9999996,844067522.1438934,5891.4463749999995
1656547200000,2022-06-30 00:00:00,ETH/JPY,150060.00000044,151109.99999947,135439.99999952,145519.99999982,668862386.6807414,4596.36054619
1656460800000,2022-06-29 00:00:00,ETH/JPY,155619.99999962,157229.99999965,148654.2363696,150090.00000068,621218053.3339167,4138.97030669
1656374400000,2022-06-28 00:00:00,ETH/JPY,161399.99999989,168540.00000065,154699.99999972,155619.99999962,318859506.554945,2048.96225778
1656288000000,2022-06-27 00:00:00,ETH/JPY,161942.6506509,167319.99999951,158259.99999975,161259.99999981,231581305.01170716,1436.074073
1656201600000,2022-06-26 00:00:00,ETH/JPY,167931.29817,173109.99999974,161560.00000002,161927.53230574,379985203.39673847,2346.63739999
1656115200000,2022-06-25 00:00:00,ETH/JPY,165110.00000052,169890.00000062,159239.99999984,167796.087785,206428424.55360168,1230.23383488
1656028800000,2022-06-24 00:00:00,ETH/JPY,154119.99999941,168350.4503635,152025.8004,165429.99999979,407376961.88820845,2462.53377192
1655942400000,2022-06-23 00:00:00,ETH/JPY,142645.75419386,155449.99999969,142535.863144,154107.6935503,470833814.7608075,3055.22588726
1655856000000,2022-06-22 00:00:00,ETH/JPY,153324.6329348,153488.2373804,141909.99999934,142429.14459156,426489462.05661714,2994.39741269
1655769600000,2022-06-21 00:00:00,ETH/JPY,152219.99999971,162140.00000057,149700.00000048,153242.830712,389193228.66200703,2539.71573648
1655683200000,2022-06-20 00:00:00,ETH/JPY,152680.00000037,157450.00000033,142140.00000029,152459.9999998,493860791.7745183,3239.28106897
1655596800000,2022-06-19 00:00:00,ETH/JPY,134295.94267936,156199.99999969,126460.9777472,152579.99999934,717061523.4667791,4699.57742476
1655510400000,2022-06-18 00:00:00,ETH/JPY,145930.00000061,147682.736688,119239.99999989,134550.00000011,833007361.2900765,6191.06177101
1655424000000,2022-06-17 00:00:00,ETH/JPY,141279.99999972,150239.6126679,139679.99999946,146217.51312839,1602330692.5047824,10958.54154692
1655337600000,2022-06-16 00:00:00,ETH/JPY,165960.384976,168704.1286937,139549.99999953,141544.84244244,1859015898.7488356,13133.75935619
1655251200000,2022-06-15 00:00:00,ETH/JPY,163525.9563084,167279.99999988,136320.00000039,166140.00000044,2423716170.343049,14588.3963545
1655164800000,2022-06-14 00:00:00,ETH/JPY,162370.2800804,170989.99999978,144578.3244524,163742.5290508,2299206331.297775,14041.59533034
1655078400000,2022-06-13 00:00:00,ETH/JPY,194630.00000062,196210.00000039,156158.2199955,162598.441327,2114697534.9040792,13005.64456612
1654992000000,2022-06-12 00:00:00,ETH/JPY,206249.99999959,207949.99999957,191769.937568,194419.99999981,820814591.6158128,4221.86293394
1654905600000,2022-06-11 00:00:00,ETH/JPY,223480.85060912,226290.00000059,199999.99999971,205681.894208,898823070.502694,4369.9669043
1654819200000,2022-06-10 00:00:00,ETH/JPY,240569.7039867,242005.9115901,222937.4633796,223640.00000043,1521435165.247868,6803.05475427
1654732800000,2022-06-09 00:00:00,ETH/JPY,241150.00000021,245079.99999962,238180.00000062,240510.00000057,1051885807.2716719,4373.56370741
1654646400000,2022-06-08 00:00:00,ETH/JPY,240990.0000001,246682.251397,234981.8445,241280.00000046,829203399.6649728,3436.68517765
1654560000000,2022-06-07 00:00:00,ETH/JPY,245879.99999936,248557.1958759,229009.99999944,241199.99999994,1160115405.2369273,4809.76536168
1654473600000,2022-06-06 00:00:00,ETH/JPY,236310.00000034,251079.99999946,236310.00000034,245939.99999971,602677438.7185378,2450.50597186
1654387200000,2022-06-05 00:00:00,ETH/JPY,236214.550712,239570.00000043,232139.99999952,236480.00000016,150000119.2371159,634.30361653
1654300800000,2022-06-04 00:00:00,ETH/JPY,232570.00000017,237680.01516,229012.73352,235850.00000035,69263171.4361143,293.67467219
1654214400000,2022-06-03 00:00:00,ETH/JPY,238350.00000059,239330.00000015,226659.99999968,232650.00000031,416858044.5368075,1791.78183768
1654128000000,2022-06-02 00:00:00,ETH/JPY,236800.00000026,240750.00000002,231590.00000048,238550.00000004,551774356.4922304,2313.03440156
1654041600000,2022-06-01 00:00:00,ETH/JPY,250049.99999937,255230.00000027,227770.00000028,236950.00000014,1014091497.3776691,4279.7699826
1653955200000,2022-05-31 00:00:00,ETH/JPY,255530.00000062,257459.99999995,247960.00000048,249840.00000004,733792793.5707215,2937.05088685
1653868800000,2022-05-30 00:00:00,ETH/JPY,230819.99999958,256830.00000021,229359.99999944,255359.99999959,864514352.3703688,3385.47287113
1653782400000,2022-05-29 00:00:00,ETH/JPY,227839.99999988,232380.00000024,224399.002624,231010.00000033,516143082.2133056,2234.28891482
1653696000000,2022-05-28 00:00:00,ETH/JPY,219580.00000024,229510.00000032,218900.00000031,228219.99999965,195088799.1304054,854.82779393
1653609600000,2022-05-27 00:00:00,ETH/JPY,227529.99999984,231469.99999967,216569.99999952,219190.00000004,816823114.1700062,3726.55282709
1653523200000,2022-05-26 00:00:00,ETH/JPY,246759.99999993,250050.00000063,220450.00000011,227730.00000036,762810020.4070559,3349.624645
1653436800000,2022-05-25 00:00:00,ETH/JPY,250690.0000005,256750.00000021,245610.00000034,246740.00000025,385003949.9580379,1560.36293247
1653350400000,2022-05-24 00:00:00,ETH/JPY,252249.99999958,254249.99999974,241649.99999969,250920.00000011,764189675.8296663,3045.55107536
1653264000000,2022-05-23 00:00:00,ETH/JPY,261182.4532587,266049.99999993,250280.00000024,252199.99999985,376173009.19552624,1491.56625375
1653177600000,2022-05-22 00:00:00,ETH/JPY,252400.00000011,263009.99999967,251409.99999946,261800.00000002,151167083.98500553,577.41437733
1653091200000,2022-05-21 00:00:00,ETH/JPY,250470.00000061,254539.99999962,248710.00000038,252459.99999993,80835143.08303039,320.18990368
1653004800000,2022-05-20 00:00:00,ETH/JPY,258109.99999981,264019.99999984,245660.00000012,251070.00000008,627197538.9384034,2498.09829505
1652918400000,2022-05-19 00:00:00,ETH/JPY,244900.00000045,260492.69592,244059.99999949,258380.00000009,1448406219.402374,5605.72110613
1652832000000,2022-05-18 00:00:00,ETH/JPY,270629.99999939,272674.06877019,244269.99999936,244920.00000057,902343539.2449601,3684.2378705
1652745600000,2022-05-17 00:00:00,ETH/JPY,260882.2560211,275189.99999967,259556.53101,270659.99999982,555634241.9337578,2052.88643292
1652659200000,2022-05-16 00:00:00,ETH/JPY,276780.00000036,276830.3333586,255706.2211234,260688.8857666,1154580234.0939782,4428.95841416
1652572800000,2022-05-15 00:00:00,ETH/JPY,265420.00000014,279630.00000044,258749.99999956,277510.00000049,559434862.3114922,2015.90884044
1652486400000,2022-05-14 00:00:00,ETH/JPY,260149.9999998,267539.99999994,252589.99999982,265929.99999967,255359297.57259554,960.25005668
1652400000000,2022-05-13 00:00:00,ETH/JPY,252320.00000031,278630.0000002,249770.00000058,259810.00000011,820676904.6370429,3158.75795634
1652313600000,2022-05-12 00:00:00,ETH/JPY,271397.6834712,283989.99999996,227849.99999977,251469.99999946,2263634983.978233,9001.61046639
1652227200000,2022-05-11 00:00:00,ETH/JPY,305709.99999956,318631.0176801,261819.2283852,270649.99999995,3033698967.142035,11208.93762107
1652140800000,2022-05-10 00:00:00,ETH/JPY,291359.99999943,319549.99999941,286150.00000044,305839.99999952,3467769298.201908,11338.50803756
1652054400000,2022-05-09 00:00:00,ETH/JPY,330370.00000062,331440.00000061,290179.99999994,292471.8488237,2223486769.291642,7602.39584847
1651968000000,2022-05-08 00:00:00,ETH/JPY,344059.99999939,344359.99999989,324449.99999949,329576.3757217,837856641.281563,2542.22299595
1651881600000,2022-05-07 00:00:00,ETH/JPY,351709.99999974,352920.00000032,338250.00000029,344430.0000004,417836765.31016517,1213.12535293
1651795200000,2022-05-06 00:00:00,ETH/JPY,358220.00000045,360579.99999983,344239.99999958,352539.99999942,1082843857.132843,3071.5489224899998
1651708800000,2022-05-05 00:00:00,ETH/JPY,379969.99999999,381659.99999961,350120.00000028,358100.00000047,1130622082.450244,3157.2803196
1651622400000,2022-05-04 00:00:00,ETH/JPY,362039.99999987,382749.99999976,360699.99999957,379969.99999999,1159793118.6897378,3052.32812772
1651536000000,2022-05-03 00:00:00,ETH/JPY,371920.00000063,372309.99999998,358910.00000035,362010.00000043,576256305.7608535,1591.82427491
1651449600000,2022-05-02 00:00:00,ETH/JPY,367369.99999938,375060.00000051,361889.99999947,371700.00000021,677267463.9178396,1822.08088221
1651363200000,2022-05-01 00:00:00,ETH/JPY,354220.00000045,370560.00000031,352893.21742387,367540.00000056,408791345.19443387,1112.23634215
1651276800000,2022-04-30 00:00:00,ETH/JPY,365809.99999946,368659.99999969,352710.00000008,354430.00000007,397645356.8998862,1121.92917332
1651190400000,2022-04-29 00:00:00,ETH/JPY,384220.00000055,385359.99999991,360439.99999953,365689.9999995,1208136484.984453,3303.71758863
1651104000000,2022-04-28 00:00:00,ETH/JPY,371199.99999938,390749.99999972,370131.490251,384259.99999948,2186848534.161287,5691.06473264
1651017600000,2022-04-27 00:00:00,ETH/JPY,357449.99999973,374329.99999974,356240.0000002,371260.00000023,760433063.4381839,2048.24937628
1650931200000,2022-04-26 00:00:00,ETH/JPY,385029.99999945,387109.99999948,352229.99999993,357539.99999944,1180753270.456876,3302.43684751
1650844800000,2022-04-25 00:00:00,ETH/JPY,376060.00000049,387329.9999996,358930.00000051,384549.99999976,1270901688.0230927,3304.90622292
1650758400000,2022-04-24 00:00:00,ETH/JPY,377149.99999945,381530.00000031,374560.0,376250.00000033,280310669.1881833,745.01174535
1650672000000,2022-04-23 00:00:00,ETH/JPY,381509.99999949,382889.99999966,374999.99999983,376970.00000059,138999148.10812885,368.72734729
1650585600000,2022-04-22 00:00:00,ETH/JPY,383349.99999973,388270.00000008,377860.00000002,380770.00000012,1022706931.666104,2685.89156621
1650499200000,2022-04-21 00:00:00,ETH/JPY,394020.00000033,407689.99999981,377689.99999993,383329.99999963,691213604.7973148,1803.1816054
1650412800000,2022-04-20 00:00:00,ETH/JPY,401109.9999998,405389.5445574,388360.00000037,394009.99999979,2304548888.345401,5848.9604029
1650326400000,2022-04-19 00:00:00,ETH/JPY,388719.99999959,403210.00000016,387910.00000017,401300.0000004,838844897.9907572,2090.31870917
1650240000000,2022-04-18 00:00:00,ETH/JPY,378309.99999974,390215.1115203,365220.00000027,388780.00000016,553795488.4631761,1424.44438619
1650153600000,2022-04-17 00:00:00,ETH/JPY,387050.00000062,389819.99999978,378050.00000051,378549.9999997,279798153.55421025,739.13129984
1650067200000,2022-04-16 00:00:00,ETH/JPY,384870.00000029,390179.965344,381099.99999975,387040.0000004,182867582.2730002,472.47721753
1649980800000,2022-04-15 00:00:00,ETH/JPY,381410.00000024,386480.00000031,378850.00000062,384640.00000038,211461539.91113368,549.76481882
1649894400000,2022-04-14 00:00:00,ETH/JPY,391224.0879232,394070.00000053,375140.00000018,381379.9999998,594908704.5046599,1559.88437911
1649808000000,2022-04-13 00:00:00,ETH/JPY,380299.99999999,393120.00000035,377639.99999947,391199.99999949,797133087.0117047,2037.66126537
1649721600000,2022-04-12 00:00:00,ETH/JPY,374060.00000044,385799.99999948,370359.99999983,379980.00000031,950195415.730278,2500.64586486
1649635200000,2022-04-11 00:00:00,ETH/JPY,398729.99999975,400739.99999991,370289.99999969,373906.9359288,1104060615.7725341,2952.76848243
1649548800000,2022-04-10 00:00:00,ETH/JPY,405260.00000027,411549.4489747,397670.0000003,397680.00000059,333816695.29852647,839.41031809
1649462400000,2022-04-09 00:00:00,ETH/JPY,397270.00000047,406309.99999985,395808.1790652,405469.99999994,172480334.9088604,425.38371497
1649376000000,2022-04-08 00:00:00,ETH/JPY,400609.99999978,411550.00000011,394580.0,396910.00000015,498744556.8689348,1256.56838293
1649289600000,2022-04-07 00:00:00,ETH/JPY,392439.99999989,405060.00000024,388991.0070885,400682.3426828,523493708.2404464,1306.50555933
1649203200000,2022-04-06 00:00:00,ETH/JPY,421250.00000046,421250.00000046,391779.99999978,392589.99999974,1248347051.8004842,3179.7729229
1649116800000,2022-04-05 00:00:00,ETH/JPY,432324.1294788,436270.0000001,420323.9682062,421272.2697348,667355632.5893954,1584.14327392
1649030400000,2022-04-04 00:00:00,ETH/JPY,431110.00000019,435004.622592,418769.99999947,432199.99999963,584261731.2788618,1351.83186321
1648944000000,2022-04-03 00:00:00,ETH/JPY,421910.00000044,439070.0000004,418199.99999974,431629.99999968,345674527.6066326,800.85843803
1648857600000,2022-04-02 00:00:00,ETH/JPY,422149.9999996,432139.99999957,420890.00000033,421828.490832,406683979.398776,964.09794084
1648771200000,2022-04-01 00:00:00,ETH/JPY,400140.76025,426650.00000031,394469.8740681,420890.00000033,720353628.9704404,1711.50093604
1648684800000,2022-03-31 00:00:00,ETH/JPY,412690.00000036,419669.99999962,396773.7952728,399790.00000034,921506324.2969326,2304.9759231
1648598400000,2022-03-30 00:00:00,ETH/JPY,418639.0193502,419989.99999987,407596.9595978,413180.00000007,1451194281.4365401,3512.25684069
1648512000000,2022-03-29 00:00:00,ETH/JPY,412220.00000003,429858.6291792,411549.99999947,418740.00000053,1254937728.917406,2996.93778697
1648425600000,2022-03-28 00:00:00,ETH/JPY,402350.00000058,424150.00000061,400239.99999978,411994.0420055,793727399.8658723,1926.55067535
1648339200000,2022-03-27 00:00:00,ETH/JPY,383979.99999955,403289.99999953,381920.00000045,403059.99999984,214727852.10903195,532.74413762
1648252800000,2022-03-26 00:00:00,ETH/JPY,379110.00000048,384860.00000035,376959.99999961,384089.99999965,135631174.4299263,353.12342011
1648166400000,2022-03-25 00:00:00,ETH/JPY,380229.99999944,388970.00000041,375679.99999946,379640.00000049,861517967.1650923,2269.30241061
1648080000000,2022-03-24 00:00:00,ETH/JPY,369959.99999988,381848.9606275,364284.3981364,380350.00000045,508038175.3214561,1335.7123053
1647993600000,2022-03-23 00:00:00,ETH/JPY,359839.99999992,368238.3417925,353740.00000013,367220.00000017,763675036.500584,2079.61177632
1647907200000,2022-03-22 00:00:00,ETH/JPY,345535.3769155,366293.35976691,345535.3769155,360080.00000026,685492350.3563541,1903.72236824
1647820800000,2022-03-21 00:00:00,ETH/JPY,341450.00000048,352674.9157236,337771.41879357,346370.00000005,342088270.8150452,987.63827934
1647734400000,2022-03-20 00:00:00,ETH/JPY,351860.0,353420.00000041,336156.761004,340980.00000008,256200924.8991037,751.36642882
1647648000000,2022-03-19 00:00:00,ETH/JPY,350486.3376,355949.99999951,344769.99999949,351909.99999944,435068572.4630511,1236.30636374
1647561600000,2022-03-18 00:00:00,ETH/JPY,333629.99999991,354820.00000003,328780.00000006,350998.953672,880785991.8848091,2509.36928065
1647475200000,2022-03-17 00:00:00,ETH/JPY,330110.00000007,336439.99999949,326569.99999977,333780.00000027,469126191.63810694,1405.49521133
1647388800000,2022-03-16 00:00:00,ETH/JPY,310249.99999994,331380.00000047,308559.99999962,329999.99999998,914559484.9907446,2771.39237876
1647302400000,2022-03-15 00:00:00,ETH/JPY,306710.00000029,315330.3156806,296607.7292668,310010.00000043,748004034.5861084,2412.8384071
1647216000000,2022-03-14 00:00:00,ETH/JPY,295681.1360716,307585.4970591,293960.00000005,306820.00000033,487461434.55000925,1588.75377925
1647129600000,2022-03-13 00:00:00,ETH/JPY,301290.00000027,305250.00000038,292900.00000058,296129.99999983,186200767.33571836,628.7804928099999
1647043200000,2022-03-12 00:00:00,ETH/JPY,299919.99999997,306569.99999981,299606.4784648,301379.99999958,210741226.94708368,699.25418723
1646956800000,2022-03-11 00:00:00,ETH/JPY,302880.2253258,312750.00000051,293447.5482978,300089.99999971,656087355.9379946,2186.30196254
1646870400000,2022-03-10 00:00:00,ETH/JPY,316480.00000025,317067.83505,296409.9999999,303140.00000037,848774319.6727703,2799.94167603
1646784000000,2022-03-09 00:00:00,ETH/JPY,298909.9999997,320908.8035349,297510.00000015,316449.99999948,571480176.5346444,1805.90986423
1646697600000,2022-03-08 00:00:00,ETH/JPY,287699.9999996,303619.99999982,286432.3197316,298560.00000045,687291752.3681271,2302.02221452
1646611200000,2022-03-07 00:00:00,ETH/JPY,293496.7443072,305520.00000007,282134.8226288,287790.00000042,585376807.4904662,2034.04151461
1646524800000,2022-03-06 00:00:00,ETH/JPY,306480.00000004,306890.00000024,291599.9999999,293197.914602,276792910.6132761,944.04801954
1646438400000,2022-03-05 00:00:00,ETH/JPY,300270.00000049,308106.15984,297540.00000055,305470.00000011,116651367.2103056,381.87503588
1646352000000,2022-03-04 00:00:00,ETH/JPY,327259.99999963,327719.9999999,296049.99999968,301274.66496,693634726.6998625,2302.33340992
1646265600000,2022-03-03 00:00:00,ETH/JPY,340720.00000039,343219.99999955,322529.99999988,327700.00000045,333502909.447469,1017.70799343
1646179200000,2022-03-02 00:00:00,ETH/JPY,341860.0000005,350413.343966,335599.99999982,340840.00000024,769101386.7853048,2256.48804948
1646092800000,2022-03-01 00:00:00,ETH/JPY,336640.0000003,349200.0803764,328090.0000005,341760.00000005,1068905125.6085404,3127.64842465
1646006400000,2022-02-28 00:00:00,ETH/JPY,302574.19052513,339240.00000031,297100.00000024,336549.8043754,1275342813.5968242,3789.46235302
1645920000000,2022-02-27 00:00:00,ETH/JPY,321370.00000014,327629.99999994,295199.9999999,302658.6520564,1053893180.3592635,3482.11813275
1645833600000,2022-02-26 00:00:00,ETH/JPY,320120.00000019,332502.2846096,315610.00000015,321349.9999995,553849921.3583292,1723.50994666
1645747200000,2022-02-25 00:00:00,ETH/JPY,301048.9650642,328010.00000057,297109.99999953,320040.0000002,1007730267.7882857,3148.7634914
1645660800000,2022-02-24 00:00:00,ETH/JPY,296930.00000026,316419.99999973,264440.00000021,300560.00000031,1940007381.2916722,6454.64260477
1645574400000,2022-02-23 00:00:00,ETH/JPY,304249.99999963,317240.00000012,296620.00000001,296759.99999945,774629180.2171435,2610.28838192
1645488000000,2022-02-22 00:00:00,ETH/JPY,295010.00000034,307249.99999956,287429.99999964,303900.00000026,1074518761.6448023,3535.76426997
1645401600000,2022-02-21 00:00:00,ETH/JPY,301669.99999989,317489.99999978,293589.99999981,294809.99999962,1463580061.597044,4964.48580984
1645315200000,2022-02-20 00:00:00,ETH/JPY,317870.00000052,317870.00000052,296599.9999998,301699.99999969,430553882.2582116,1427.09274862
1645228800000,2022-02-19 00:00:00,ETH/JPY,319699.9999995,325650.0000004,310438.461548,318050.00000018,411618975.32249093,1294.19580356
1645142400000,2022-02-18 00:00:00,ETH/JPY,332779.99999958,339420.00000035,317110.00000033,320408.8318448,739737151.2441704,2308.72896663
1645056000000,2022-02-17 00:00:00,ETH/JPY,360869.99999953,364989.99999969,328416.36795,332440.00000023,1027308819.0983671,3090.20821531
1644969600000,2022-02-16 00:00:00,ETH/JPY,368300.00000032,368370.00000005,351890.00000052,360329.99999992,592508990.1078281,1644.35098412
1644883200000,2022-02-15 00:00:00,ETH/JPY,338639.99999955,369559.99999991,336359.99999943,368163.4982514,653459017.3844502,1774.91527674
1644796800000,2022-02-14 00:00:00,ETH/JPY,332349.99999998,342909.99999974,327449.99999996,338900.00000021,744756844.1467966,2197.57109515
1644710400000,2022-02-13 00:00:00,ETH/JPY,338369.99999993,342100.0000004,329049.99999977,331839.99999996,251418616.9357521,757.65012336
1644624000000,2022-02-12 00:00:00,ETH/JPY,338729.99999949,346070.00000042,331659.99999976,338389.9999998,318800662.3380151,942.11017565
1644537600000,2022-02-11 00:00:00,ETH/JPY,357020.00000058,364109.99999998,333100.00000052,338595.289864,1464895853.6634686,4326.39170572
1644451200000,2022-02-10 00:00:00,ETH/JPY,375439.99999978,380369.99999995,355379.99999959,356959.99999965,1543138869.9652455,4323.00221304
1644364800000,2022-02-09 00:00:00,ETH/JPY,360519.9999995,378269.5710048,353199.9084672,375498.9845015,1143390069.475795,3044.98844649
1644278400000,2022-02-08 00:00:00,ETH/JPY,362939.99999949,373440.0000003,350380.8397245,360220.00000054,1614070842.824617,4480.79185726
1644192000000,2022-02-07 00:00:00,ETH/JPY,353139.99999997,366760.00000053,345659.99999962,361500.00000028,870487032.2170641,2407.98625786
1644105600000,2022-02-06 00:00:00,ETH/JPY,348428.998456,354570.00000029,340824.145816,352482.3412824,416869138.59576756,1182.66673184
1644019200000,2022-02-05 00:00:00,ETH/JPY,345271.83236,352779.99999963,341079.99999957,347859.99999962,936646201.4674517,2692.59530118
1643932800000,2022-02-04 00:00:00,ETH/JPY,309570.00000045,345080.00000055,307050.00000008,345080.00000055,1687479167.6539917,4890.11002565
1643846400000,2022-02-03 00:00:00,ETH/JPY,306889.99999986,312080.0000003,296210.00000041,310130.00000021,1226244391.7172556,3953.96895404
1643760000000,2022-02-02 00:00:00,ETH/JPY,320252.8188761,321640.00000048,299579.9999995,306642.1463624,651074678.8814521,2123.23937399
1643673600000,2022-02-01 00:00:00,ETH/JPY,309053.041024,323119.99999955,308469.99999983,320119.9999999,589993243.1693057,1843.0377457499999
1643587200000,2022-01-31 00:00:00,ETH/JPY,300814.4603686,311308.2106245,286730.9123671,309548.0784896,1135798137.1876147,3669.21398036
1643500800000,2022-01-30 00:00:00,ETH/JPY,299524.539488,304289.99999983,293339.99999964,300360.00000048,482479502.45295537,1606.3374032899999
1643414400000,2022-01-29 00:00:00,ETH/JPY,293399.99999947,303919.99999949,290609.99999951,300040.00000015,248920528.39424643,829.62447805
1643328000000,2022-01-28 00:00:00,ETH/JPY,279910.0,294360.00000034,273097.978276,293439.99999989,598786460.1768891,2040.57545044
1643241600000,2022-01-27 00:00:00,ETH/JPY,282369.1735144,290877.9500697,267100.00000041,279719.9999998,751821101.360826,2687.76312513
1643155200000,2022-01-26 00:00:00,ETH/JPY,280059.9999995,311541.3025346,275168.0691168,282531.79751979,594572207.5546194,2104.44350963
1643068800000,2022-01-25 00:00:00,ETH/JPY,278170.9417691,285519.99999982,268020.00000035,280159.99999978,331884146.0863746,1184.62359397
1642982400000,2022-01-24 00:00:00,ETH/JPY,289060.00000041,289060.00000041,245690.00000044,278581.4083799,1464260643.9638298,5256.1319597
1642896000000,2022-01-23 00:00:00,ETH/JPY,274179.99999969,289919.9999997,270246.85875,289339.3650622,612918219.5062509,2118.33678205
1642809600000,2022-01-22 00:00:00,ETH/JPY,291684.7481144,298254.7876456,261608.061956,274440.00000014,1369120233.8815944,4988.7779984
1642723200000,2022-01-21 00:00:00,ETH/JPY,342540.00000019,345748.009321,280000.00000009,292610.00000011,1817969062.5352726,6212.94235513
1642636800000,2022-01-20 00:00:00,ETH/JPY,353032.1208337,373263.4675,340599.99999986,342450.00000055,428831745.54527277,1252.24630032
1642550400000,2022-01-19 00:00:00,ETH/JPY,362200.00000034,364500.00000042,348837.6450498,352483.3129249,711660801.8871245,2018.99146936
1642464000000,2022-01-18 00:00:00,ETH/JPY,368177.329422,371410.00000016,353809.99999977,362419.99999944,451982229.4136558,1247.12275651
1642377600000,2022-01-17 00:00:00,ETH/JPY,383280.00000016,383679.99999971,360389.99999976,367872.88478347,434726288.2870711,1181.72963072
1642291200000,2022-01-16 00:00:00,ETH/JPY,380099.99999955,387139.99999999,373919.99999967,382880.00000035,357283772.509197,933.14817308
1642204800000,2022-01-15 00:00:00,ETH/JPY,378890.00000046,385290.4731754,373309.99999972,380277.024656,495060409.3226125,1301.84149245
1642118400000,2022-01-14 00:00:00,ETH/JPY,369879.99999986,381678.136368,363439.99999981,377844.91536,1031548495.8228627,2730.08436501
1642032000000,2022-01-13 00:00:00,ETH/JPY,386719.9999999,389689.7682131,368950.00000014,369450.6438875,592431530.25613,1603.54715862
1641945600000,2022-01-12 00:00:00,ETH/JPY,373729.9999996,390330.00000052,369973.0452264,386709.99999955,815348105.7874246,2108.42260554
1641859200000,2022-01-11 00:00:00,ETH/JPY,355330.00000048,376617.3528357,352171.036737,373626.5114691,566979332.4297106,1517.50294753
1641772800000,2022-01-10 00:00:00,ETH/JPY,363920.00000036,368440.00000055,337980.0000004,355960.00000026,1109451603.2935817,3116.78728872
1641686400000,2022-01-09 00:00:00,ETH/JPY,355390.00000023,371300.00000018,353749.99999995,364371.6804,1234834657.3659554,3388.94245571
1641600000000,2022-01-08 00:00:00,ETH/JPY,370113.268448,375337.483488,346649.99999977,356040.00000019,1003312892.1869847,2817.97801423
1641513600000,2022-01-07 00:00:00,ETH/JPY,394703.7355674,395410.00000027,354950.00000045,369560.00000051,1556353602.3302238,4211.3692021
1641427200000,2022-01-06 00:00:00,ETH/JPY,410990.00000026,412100.00000003,381948.9075048,394923.9038187,1113880857.4933634,2820.49490224
1641340800000,2022-01-05 00:00:00,ETH/JPY,439899.99999952,445503.560943,396089.99999953,410770.00000054,986195942.6065654,2400.8470497
1641254400000,2022-01-04 00:00:00,ETH/JPY,434520.0000001,452400.00000019,428909.99999953,440200.00000056,823889307.6747761,1871.62496064
